subject_id,trial,condition,stimulus,subject_title,title_time,subject_rating,rating_time,a1_id,a1_name,a1_rating,a1_title,a2_id,a2_name,a2_rating,a2_title,a3_id,a3_name,a3_rating,a3_title,a4_id,a4_name,a4_rating,a4_title,a5_id,a5_name,a5_rating,a5_title,a6_id,a6_name,a6_rating,a6_title,selection_time_1,selection_time_2,selection_time_3,kept_1_loc,kept_1_id,kept_1_name,kept_1_rating,kept_1_title,kept_2_loc,kept_2_id,kept_2_name,kept_2_rating,kept_2_title,kept_3_loc,kept_3_id,kept_3_name,kept_3_rating,kept_3_title,elim_1_loc,elim_1_id,elim_1_name,elim_1_rating,elim_1_title,elim_2_loc,elim_2_id,elim_2_name,elim_2_rating,elim_2_title,elim_3_loc,elim_3_id,elim_3_name,elim_3_rating,elim_3_title
5,1,eliminate,2,Normal,13.2726049639,3.0,9.2561973363,40,Timothy,3.0,What happened to america,13,Brady,7.0,Think about what you are doing!,61,Trevor,7.0,It looks like she got arrested at a protest of some sort.,3,Christopher,1.0,I think the cops are just doing their job.,31,Benjamin,4.0,Several arrests were being made in the incident.,32,Eric,5.0,she doesnt seem like the type to get arrested,10.8127648777,12.1466149111,14.8473181155,3,61,Trevor,7.0,It looks like she got arrested at a protest of some sort.,4,3,Christopher,1.0,I think the cops are just doing their job.,5,31,Benjamin,4.0,Several arrests were being made in the incident.,2,13,Brady,7.0,Think about what you are doing!,1,40,Timothy,3.0,What happened to america,6,32,Eric,5.0,she doesnt seem like the type to get arrested
5,2,eliminate,3,Protestor was arrested,22.2926804305,2.0,7.12206704746,10,Austin,2.0,I see a black person being escorted away by police.,22,Robert,2.0,I am glad police are arresting more troublemaking blacks.,61,Trevor,1.0,Dn't know what is going on but I do hope they aressted this person legally.,3,Christopher,1.0,The police look like they are just doing their job.,31,Benjamin,3.0,"There were more police officers than protesters, and most arrests were not met with resistance.",47,Alex,4.0,That's alot of cops in the image!,16.8081040281,21.0094502803,27.7445904009,3,61,Trevor,1.0,Dn't know what is going on but I do hope they aressted this person legally.,4,3,Christopher,1.0,The police look like they are just doing their job.,5,31,Benjamin,3.0,"There were more police officers than protesters, and most arrests were not met with resistance.",6,47,Alex,4.0,That's alot of cops in the image!,2,22,Robert,2.0,I am glad police are arresting more troublemaking blacks.,1,10,Austin,2.0,I see a black person being escorted away by police.
5,3,eliminate,14,Another protestor being arrested,26.0431231228,2.0,9.5234235634,55,Connor,4.0,My response is hope that the person on the ground is ok.,9,Daniel,2.0,This is why society needs to be enhanced.,61,Trevor,7.0,This looks like they are trying to restrain her without too much force.,3,Christopher,3.0,I don't think the police needed to use this much force.,31,Benjamin,2.0,The police made several arrests during the protest.,51,Logan,7.0,This is defeating,1.03108810657,7.24937683804,16.8864312769,2,9,Daniel,2.0,This is why society needs to be enhanced.,3,61,Trevor,7.0,This looks like they are trying to restrain her without too much force.,5,31,Benjamin,2.0,The police made several arrests during the protest.,6,51,Logan,7.0,This is defeating,4,3,Christopher,3.0,I don't think the police needed to use this much force.,1,55,Connor,4.0,My response is hope that the person on the ground is ok.
5,4,eliminate,9,Protestor upset with police interaction,19.0697542277,2.0,4.42435427936,34,Dylan,7.0,"he seems upset, but doesnt look like anyone is touching him",9,Daniel,1.0,One can have the urge to violate rules in place if they feel they too are being violated.,61,Trevor,5.0,Can't tell if he is yelling in protest or pain.,18,Justin,2.0,"calm down son, stop with the hysterics ",31,Benjamin,3.0,Many people were frustrated and became violent in spite of strong police presence.,42,Richard,4.0,A black man is being arrested and held by police officers.,4.63738601259,10.1381411056,18.4743018918,1,34,Dylan,7.0,"he seems upset, but doesnt look like anyone is touching him",3,61,Trevor,5.0,Can't tell if he is yelling in protest or pain.,5,31,Benjamin,3.0,Many people were frustrated and became violent in spite of strong police presence.,4,18,Justin,2.0,"calm down son, stop with the hysterics ",2,9,Daniel,1.0,One can have the urge to violate rules in place if they feel they too are being violated.,6,42,Richard,4.0,A black man is being arrested and held by police officers.
5,5,eliminate,4,Looks surprised to be restrained,16.6037257147,3.0,3.49288427847,34,Dylan,6.0,The person in this photo looks scared. ,6,Nicholas,1.0,That man's in trouble.,61,Trevor,7.0,This kid looks terrified.,43,Patrick,6.0,man arrested and being taken from the scene,31,Benjamin,3.0,Here is one person being arrested during the protests.,48,Jeremy,6.0,I feel really frightened for the man because he looks really scared himself. ,3.30385814456,14.4407316861,20.2089975381,1,34,Dylan,6.0,The person in this photo looks scared. ,2,6,Nicholas,1.0,That man's in trouble.,4,43,Patrick,6.0,man arrested and being taken from the scene,6,48,Jeremy,6.0,I feel really frightened for the man because he looks really scared himself. ,5,31,Benjamin,3.0,Here is one person being arrested during the protests.,3,61,Trevor,7.0,This kid looks terrified.
5,6,eliminate,6,Protestor from hometown being arrested,26.5688808173,5.0,7.6971015092,34,Dylan,7.0,I don't like to see other people in a bad place: either in trouble or hurt. So it is uncomfortable to me. ,6,Nicholas,3.0,The position that man is in looks painful.,8,Brandon,1.0,Man getting arrested.,43,Patrick,7.0,someone being arrested  by police,7,Tyler,6.0,This is disturbing because it looks like the officers are hurting this man. ,19,Anthony,7.0,Going to jail good.,2.97745668946,3.89479987969,12.4637496917,3,8,Brandon,1.0,Man getting arrested.,4,43,Patrick,7.0,someone being arrested  by police,6,19,Anthony,7.0,Going to jail good.,1,34,Dylan,7.0,I don't like to see other people in a bad place: either in trouble or hurt. So it is uncomfortable to me. ,5,7,Tyler,6.0,This is disturbing because it looks like the officers are hurting this man. ,2,6,Nicholas,3.0,The position that man is in looks painful.
5,7,eliminate,16,Looks very angry,10.5165614403,3.0,2.22723495128,63,Jared,7.0,I feel upset and confused.,46,Jesse,4.0,This man looks really angry that he's being restrained. ,8,Brandon,1.0,Cops subdue man on street.,43,Patrick,7.0,Someone being arrested,5,Joshua,5.0,"black protester is being shoved down and handcuffed by policemen, for what reason? probably because he did nothing wrong",19,Anthony,7.0,Going jail negro.,0.975612078619,7.74449945334,11.3619137765,2,46,Jesse,4.0,This man looks really angry that he's being restrained. ,3,8,Brandon,1.0,Cops subdue man on street.,4,43,Patrick,7.0,Someone being arrested,6,19,Anthony,7.0,Going jail negro.,5,5,Joshua,5.0,"black protester is being shoved down and handcuffed by policemen, for what reason? probably because he did nothing wrong",1,63,Jared,7.0,I feel upset and confused.
5,8,eliminate,19,Another hometown protestor being arrested,15.231220679,5.0,1.96376066818,54,Caleb,6.0,I feel shocked by the intensity of this photo.,46,Jesse,3.0,This man looks really distraught and upset. ,8,Brandon,1.0,Police arrest man.,43,Patrick,7.0,demonstrator arrested,37,Steven,9.0,This is messed up.,24,Kyle,4.0,Black male being arrested by police ,0.694516773277,7.86365760374,18.7000332144,3,8,Brandon,1.0,Police arrest man.,4,43,Patrick,7.0,demonstrator arrested,6,24,Kyle,4.0,Black male being arrested by police ,5,37,Steven,9.0,This is messed up.,1,54,Caleb,6.0,I feel shocked by the intensity of this photo.,2,46,Jesse,3.0,This man looks really distraught and upset. 
5,9,eliminate,7,A lot of force used to restrain,13.2947827735,3.0,2.44817912398,1,Michael,7.0,Brutal force.,39,Nathan,5.0,Officers carrying away man who seems visibly distressed. ,8,Brandon,1.0,Cops forcibly pick up and carry male who has been arrested.,43,Patrick,6.0,police have arrested someone,38,Adam,8.0,An african american male being arrested by a police officer,24,Kyle,3.0,Black male being arrested by police ,0.970549235004,3.93842250138,8.72306975164,2,39,Nathan,5.0,Officers carrying away man who seems visibly distressed. ,4,43,Patrick,6.0,police have arrested someone,6,24,Kyle,3.0,Black male being arrested by police ,1,1,Michael,7.0,Brutal force.,3,8,Brandon,1.0,Cops forcibly pick up and carry male who has been arrested.,5,38,Adam,8.0,An african american male being arrested by a police officer
5,10,eliminate,13,Looks like they are trying to control a riot,26.2691218712,2.0,2.28012880916,62,Dustin,9.0,"Four cops dragging a black guy on the ground. Again, police brutality, probably at a peaceful protest",39,Nathan,5.0,Military-style police arresting person. ,25,Kevin,5.0,I feel hope in humanity.,43,Patrick,7.0,police taking action against a group of people that has gone out of control,21,Alexander,7.0,Will not peaceful get arrest fight for his rights,24,Kyle,3.0,Black male being arrested by police ,4.14420180669,10.262898947,19.432404138,2,39,Nathan,5.0,Military-style police arresting person. ,3,25,Kevin,5.0,I feel hope in humanity.,6,24,Kyle,3.0,Black male being arrested by police ,1,62,Dustin,9.0,"Four cops dragging a black guy on the ground. Again, police brutality, probably at a peaceful protest",4,43,Patrick,7.0,police taking action against a group of people that has gone out of control,5,21,Alexander,7.0,Will not peaceful get arrest fight for his rights
